testCaseType,testTitle,testConf_01,testConf_02,testConf_03,testConf_04,testConf_05,waitTime
TESTPRICE,TestPrice_TC023,total-bill,540000,,,,1000
//部屋情報検証_TC023,,,,,,,0
TESTTEXTID,roomTypeTest_TC023,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC023,,,,,,,0
TESTPRICE,TestPrice_TC023,total-bill,540000,,,,1000
//期間検証_TC023,,,,,,,0
TESTTERM,reserveTermTest_TC023,term,,,,,1000
//人数検証_TC023,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC023,head-count,6名様,,,,1000
//追加プラン検証_TC023,,,,,,,0
TESTTEXTX,optionPlanTest01_TC023,//*[@id="plans"],なし,,,,1000
//名前検証_TC023,,,,,,,0
TESTTEXTID,NameTest_TC023,username,,,,,1000
//確認のご連絡検証_TC023,,,,,,,0
TESTCONTACT,contactTest_TC023,contact,メール,,,,1000
//ご要望の検証_TC023,,,,,,,
TESTTEXTID,commentTest_TC023,comment,,,,,1000
//予約確定_TC023,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC023,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC023,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC023,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC024,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=6,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTTHURSDAY,reserveDate_TC024,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC024,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC024,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC024,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC024,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC024,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC024,username,,,,,1000
EVENTDROPDOWN,Contact_TC024,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC024,email,,,,,1000
EVENTCONTACT,ContactTel_TC024,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
TESTPRICE,TestPrice_TC024,total-bill,95500,,,,1000
//部屋情報検証_TC024,,,,,,,0
TESTTEXTID,roomTypeTest_TC024,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC024,,,,,,,0
TESTPRICE,TestPrice_TC024,total-bill,95500,,,,1000
//期間検証_TC024,,,,,,,0
TESTTERM,reserveTermTest_TC024,term,,,,,1000
//人数検証_TC024,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC024,head-count,1名様,,,,1000
//追加プラン検証_TC024,,,,,,,0
TESTTEXTX,optionPlanTest01_TC024,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC024,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC024,,,,,,,0
TESTTEXTID,NameTest_TC024,username,,,,,1000
//確認のご連絡検証_TC024,,,,,,,0
TESTCONTACT,contactTest_TC024,contact,希望しない,,,,1000
//ご要望の検証_TC024,,,,,,,
TESTTEXTID,commentTest_TC024,comment,,,,,1000
//予約確定_TC024,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC024,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC024,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC024,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC025,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=3,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTFRIDAY,reserveDate_TC025,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC025,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC025,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC025,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC025,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC025,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC025,username,,,,,1000
EVENTDROPDOWN,Contact_TC025,contact,メールでのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC025,email,,,,,1000
EVENTCONTACT,ContactTel_TC025,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
TESTPRICE,TestPrice_TC025,total-bill,68500,,,,1000
//部屋情報検証_TC025,,,,,,,0
TESTTEXTID,roomTypeTest_TC025,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC025,,,,,,,0
TESTPRICE,TestPrice_TC025,total-bill,68500,,,,1000
//期間検証_TC025,,,,,,,0
TESTTERM,reserveTermTest_TC025,term,,,,,1000
//人数検証_TC025,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC025,head-count,1名様,,,,1000
//追加プラン検証_TC025,,,,,,,0
TESTTEXTX,optionPlanTest01_TC025,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC025,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC025,,,,,,,0
TESTTEXTID,NameTest_TC025,username,,,,,1000
//確認のご連絡検証_TC025,,,,,,,0
TESTCONTACT,contactTest_TC025,contact,メール,,,,1000
//ご要望の検証_TC025,,,,,,,
TESTTEXTID,commentTest_TC025,comment,,,,,1000
//予約確定_TC025,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC025,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC025,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC025,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC026,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=3,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTMONDAY,reserveDate_TC026,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC026,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC026,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC026,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC026,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC026,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC026,username,,,,,1000
EVENTDROPDOWN,Contact_TC026,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC026,email,,,,,1000
EVENTCONTACT,ContactTel_TC026,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC026,total-bill,72000,,,,1000
//部屋情報検証_TC026,,,,,,,0
TESTTEXTID,roomTypeTest_TC026,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC026,,,,,,,0
TESTPRICE,TestPrice_TC026,total-bill,72000,,,,1000
//期間検証_TC026,,,,,,,0
TESTTERM,reserveTermTest_TC026,term,,,,,1000
//人数検証_TC026,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC026,head-count,9名様,,,,1000
//追加プラン検証_TC026,,,,,,,0
TESTTEXTX,optionPlanTest01_TC026,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC026,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC026,,,,,,,0
TESTTEXTID,NameTest_TC026,username,,,,,1000
//確認のご連絡検証_TC026,,,,,,,0
TESTCONTACT,contactTest_TC026,contact,希望しない,,,,1000
//ご要望の検証_TC026,,,,,,,
TESTTEXTID,commentTest_TC026,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC026,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC026,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC026,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC026,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC027,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=3,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTTHURSDAY,reserveDate_TC027,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC027,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC027,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC027,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC027,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC027,sightseeing,on,,,,1000
EVENTTEXTINPUT,GuestName_TC027,username,,,,,1000
EVENTDROPDOWN,Contact_TC027,contact,メールでのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC027,email,,,,,1000
EVENTCONTACT,ContactTel_TC027,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC027,total-bill,58000,,,,1000
//部屋情報検証_TC027,,,,,,,0
TESTTEXTID,roomTypeTest_TC027,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC027,,,,,,,0
TESTPRICE,TestPrice_TC027,total-bill,58000,,,,1000
//期間検証_TC027,,,,,,,0
TESTTERM,reserveTermTest_TC027,term,,,,,1000
//人数検証_TC027,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC027,head-count,1名様,,,,1000
//追加プラン検証_TC027,,,,,,,0
TESTTEXTX,optionPlanTest01_TC027,//*[@id="plans"]/ul/li,お得な観光プラン,,,,1000
//名前検証_TC027,,,,,,,0
TESTTEXTID,NameTest_TC027,username,,,,,1000
//確認のご連絡検証_TC027,,,,,,,0
TESTCONTACT,contactTest_TC027,contact,メール,,,,1000
//ご要望の検証_TC027,,,,,,,
TESTTEXTID,commentTest_TC027,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC027,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC027,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC027,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC027,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC028,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=3,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTTUESDAY,reserveDate_TC028,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC028,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC028,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC028,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC028,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC028,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC028,username,,,,,1000
EVENTDROPDOWN,Contact_TC028,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC028,email,,,,,1000
EVENTCONTACT,ContactTel_TC028,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1200
TESTPRICE,TestPrice_TC028,total-bill,72000,,,,1000
//部屋情報検証_TC028,,,,,,,0
TESTTEXTID,roomTypeTest_TC028,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC028,,,,,,,0
TESTPRICE,TestPrice_TC028,total-bill,72000,,,,1000
//期間検証_TC028,,,,,,,0
TESTTERM,reserveTermTest_TC028,term,,,,,1000
//人数検証_TC028,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC028,head-count,9名様,,,,1000
//追加プラン検証_TC028,,,,,,,0
TESTTEXTX,optionPlanTest01_TC028,//*[@id="plans"]/ul/li[1],朝食バイキング,,,,1000
TESTTEXTX,optionPlanTest02_TC028,//*[@id="plans"]/ul/li[2],昼からチェックインプラン,,,,1000
//名前検証_TC028,,,,,,,0
TESTTEXTID,NameTest_TC028,username,,,,,1000
//確認のご連絡検証_TC028,,,,,,,0
TESTCONTACT,contactTest_TC028,contact,希望しない,,,,1000
//ご要望の検証_TC028,,,,,,,
TESTTEXTID,commentTest_TC028,comment,123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC123456789ABC12345678,,,,1000
//予約確定_TC028,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC028,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC028,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC028,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC029,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=3,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTWEDNESDAY,reserveDate_TC029,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC029,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC029,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC029,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC029,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC029,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC029,username,,,,,1000
EVENTDROPDOWN,Contact_TC029,contact,メールでのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC029,email,,,,,1000
EVENTCONTACT,ContactTel_TC029,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
TESTPRICE,TestPrice_TC029,total-bill,54000,,,,1000
//部屋情報検証_TC029,,,,,,,0
TESTTEXTID,roomTypeTest_TC029,room-info,部屋指定なし,,,,1000
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC029,,,,,,,0
TESTPRICE,TestPrice_TC029,total-bill,54000,,,,1000
//期間検証_TC029,,,,,,,0
TESTTERM,reserveTermTest_TC029,term,,,,,1000
//人数検証_TC029,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC029,head-count,9名様,,,,1000
//追加プラン検証_TC029,,,,,,,0
TESTTEXTX,optionPlanTest01_TC029,//*[@id="plans"],なし,,,,1000
//名前検証_TC029,,,,,,,0
TESTTEXTID,NameTest_TC029,username,,,,,1000
//確認のご連絡検証_TC029,,,,,,,0
TESTCONTACT,contactTest_TC029,contact,メール,,,,1000
//ご要望の検証_TC029,,,,,,,
TESTTEXTID,commentTest_TC029,comment,,,,,1000
//予約確定_TC029,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC029,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC029,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC029,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC030,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=0,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTFRIDAY,reserveDate_TC030,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC030,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC030,head-count,1,,,,1000
EVENTCHECKBOX,Breakfast_TC030,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC030,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC030,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC030,username,,,,,1000
EVENTDROPDOWN,Contact_TC030,contact,電話でのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC030,email,,,,,1000
EVENTCONTACT,ContactTel_TC030,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
TESTPRICE,TestPrice_TC030,total-bill,77250,,,,1000
//部屋情報検証_TC030,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC030,/html/body/div/div[1]/div/h5,スタンダードツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC030,,,,,,,0
TESTPRICE,TestPrice_TC030,total-bill,77250,,,,1000
//期間検証_TC030,,,,,,,0
TESTTERM,reserveTermTest_TC030,term,,,,,1000
//人数検証_TC030,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC030,head-count,1名様,,,,1000
//追加プラン検証_TC030,,,,,,,0
TESTTEXTX,optionPlanTest01_TC030,//*[@id="plans"]/ul/li,朝食バイキング,,,,1000
//名前検証_TC030,,,,,,,0
TESTTEXTID,NameTest_TC030,username,,,,,1000
//確認のご連絡検証_TC030,,,,,,,0
TESTCONTACT,contactTest_TC030,contact,電話,,,,1000
//ご要望の検証_TC030,,,,,,,
TESTTEXTID,commentTest_TC030,comment,,,,,1000
//予約確定_TC030,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC030,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC030,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC030,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC031,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=0,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTSUNDAY,reserveDate_TC031,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC031,term,1,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC031,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC031,breakfast,off,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC031,early-check-in,on,,,,1000
EVENTCHECKBOX,SightSeeing_TC031,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC031,username,,,,,1000
EVENTDROPDOWN,Contact_TC031,contact,希望しない,,,,1000
EVENTCONTACT,ContactEmail_TC031,email,,,,,1000
EVENTCONTACT,ContactTel_TC031,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
TESTPRICE,TestPrice_TC031,total-bill,87750,,,,1000
//部屋情報検証_TC031,,,,,,,0
FRAME,,room,,,,,780
TESTTEXTX,roomTypeTest_TC031,/html/body/div/div[1]/div/h5,スタンダードツイン,,,,1000
FRAMEDEFAULT,,,,,,,750
EVENTID,GoToNext,submit-button,,,,,1150
//合計金額検証_TC031,,,,,,,0
TESTPRICE,TestPrice_TC031,total-bill,87750,,,,1000
//期間検証_TC031,,,,,,,0
TESTTERM,reserveTermTest_TC031,term,,,,,1000
//人数検証_TC031,,,,,,,0
TESTTEXTID,reserveHeadCountTest_TC031,head-count,9名様,,,,1000
//追加プラン検証_TC031,,,,,,,0
TESTTEXTX,optionPlanTest01_TC031,//*[@id="plans"]/ul/li,昼からチェックインプラン,,,,1000
//名前検証_TC031,,,,,,,0
TESTTEXTID,NameTest_TC031,username,,,,,1000
//確認のご連絡検証_TC031,,,,,,,0
TESTCONTACT,contactTest_TC031,contact,希望しない,,,,1000
//ご要望の検証_TC031,,,,,,,
TESTTEXTID,commentTest_TC031,comment,,,,,1000
//予約確定_TC031,,,,,,,
EVENTX,ReserveFix_,//button[@type='button'],,,,,1250
TESTTEXTX,reservedMessageTest_TC031,//div[@id='success-modal']/div/div/div/h5,予約を完了しました,,,,1260
TESTTEXTX,reserveThanksTest_TC031,//div[@id='success-modal']/div/div/div[2]/p,ご来館、心よりお待ちしております。,,,,1270
EVENTX,reservePageClose_TC031,(//button[@type='button'])[3],,,,,1280
PARENTACTIVE,,,,,,,1000
REFRESH,,,,,,,
//TC032,,,,,,,0
EVENTLINK,,宿泊予約,,,,,1100
EVENTLINKHREF,,./reserve.html?plan-id=0,,,,,3000
PARENT,,,,,,,850
CHILD,,,,,,,850
EVENTWEDNESDAY,reserveDate_TC032,date,,,,,1050
EVENTX,,//div[@id='ui-datepicker-div']/div[2]/button,,,,,1000
EVENTTERM,reserveTermTest_TC032,term,9,,,,1000
EVENTTEXTINPUT,reserveHeadCountTest_TC032,head-count,9,,,,1000
EVENTCHECKBOX,Breakfast_TC032,breakfast,on,,,,1000
EVENTCHECKBOX,EarlyCheckIn_TC032,early-check-in,off,,,,1000
EVENTCHECKBOX,SightSeeing_TC032,sightseeing,off,,,,1000
EVENTTEXTINPUT,GuestName_TC032,username,,,,,1000
EVENTDROPDOWN,Contact_TC032,contact,メールでのご連絡,,,,1000
EVENTCONTACT,ContactEmail_TC032,email,,,,,1000
EVENTCONTACT,ContactTel_TC032,tel,,,,,1000
EVENTTEXTINPUT,CommentTest,comment,,,,,1200
TESTPRICE,TestPrice_TC032,total-bill,679500,,,,1000
//部屋情報検証_TC032,,,,,,,0
FRAME,,room,,,,,780
